low1,low2,high1,high2,tf1,train_final_price,train_n_trades,train_n_buy,train_n_sell,train_final_cash,train_final_position,train_final_equity,train_baseline,train_excess,train_excess_pct,train_max_drawdown,train_turnover,test_final_price,test_n_trades,test_n_buy,test_n_sell,test_final_cash,test_final_position,test_final_equity,test_baseline,test_excess,test_excess_pct,test_max_drawdown,test_turnover
1.2,0.8,2.5,0.3,60,0.831,51,41,10,0.0,476357.3111329091,395852.92555144744,366200.0,29652.925551447435,8.09746738160771,0.19120481433501532,366840.0,0.851,73,52,21,0.0,446817.1250013967,380241.37337618857,370200.0,10041.373376188567,2.712418524091995,0.19222725267124652,553540.0
1.5,0.8,1.5,0.3,60,0.831,88,38,50,308640.0,80000.0,375120.0,366200.0,8920.0,2.435827416712179,0.0507789307020272,747960.0,0.851,102,50,52,226610.0,180000.0,379790.0,370200.0,9590.0,2.590491626148028,0.08810653046333455,850670.0
1.5,0.5,1.5,0.3,60,0.831,80,32,48,336180.0,40000.0,369420.0,366200.0,3220.0,0.8793009284543966,0.047768538944510434,680160.0,0.851,92,40,52,311400.0,80000.0,379480.0,370200.0,9280.0,2.5067531064289574,0.07974149163496118,765880.0
1.2,0.5,2.5,0.8,21,0.831,29,26,3,0.0,426465.5172413793,354392.8448275862,366200.0,-11807.155172413797,-3.2242368029529755,0.1836757009516735,249200.0,0.851,56,41,15,0.0,444937.03929911624,378641.4204435479,370200.0,8441.42044354789,2.2802324266742002,0.15374220374220374,455500.0
1.2,0.5,2.5,0.5,21,0.831,29,26,3,0.0,426476.2931034483,354401.7995689655,366200.0,-11798.200431034493,-3.2217914885402763,0.18367390047538829,249220.0,0.851,54,40,14,0.0,444927.395747816,378633.21378139145,370200.0,8433.213781391445,2.2780156081554415,0.15387214137214136,437200.0
1.2,0.5,2.5,0.3,21,0.831,29,26,3,0.0,426487.0689655172,354410.7543103448,366200.0,-11789.245689655188,-3.2193461741275775,0.18367210008214538,249240.0,0.851,54,40,14,0.0,444752.79583174025,378484.62925281096,370200.0,8284.629252810962,2.237879322747424,0.1538981288981289,436900.0
1.5,0.3,1.5,0.3,60,0.831,76,30,46,332860.0,40000.0,366100.0,366200.0,-100.0,-0.027307482250136534,0.04456666572165679,645520.0,0.851,89,37,52,335920.0,50000.0,378470.0,370200.0,8270.0,2.2339276066990816,0.07710950122478762,741360.0
1.5,0.8,1.5,0.5,60,0.831,91,38,53,334780.0,50000.0,376330.0,366200.0,10130.0,2.766247951938831,0.050780366432933724,774100.0,0.851,109,50,59,283920.0,110000.0,377530.0,370200.0,7330.0,1.9800108049702865,0.08184803001876173,907980.0
1.2,0.3,2.5,0.8,21,0.831,29,26,3,0.0,424244.44444444444,352547.1333333333,366200.0,-13652.866666666698,-3.7282541416348165,0.1792581197378064,249200.0,0.851,55,40,15,0.0,442968.5681024447,376966.2514551804,370200.0,6766.251455180405,1.827728648076825,0.14859667359667358,455500.0
1.2,0.3,2.5,0.5,21,0.831,29,26,3,0.0,424255.55555555556,352556.36666666664,366200.0,-13643.63333333336,-3.7257327507737195,0.17925575444920946,249220.0,0.851,54,40,14,0.0,442738.78450994147,376770.7056179602,370200.0,6570.705617960193,1.7749069740573185,0.14872661122661124,437200.0
1.2,0.3,2.5,0.3,21,0.831,29,26,3,-4.547473508864641e-13,424266.6666666667,352565.6,366200.0,-13634.400000000023,-3.7232113599126224,0.17925338927086967,249240.0,0.851,54,40,14,0.0,442571.40984819864,376628.26978081703,370200.0,6428.269780817034,1.7364315993563033,0.14875259875259875,436900.0
1.2,0.3,1.2,0.5,60,0.831,117,49,68,348330.0,10000.0,356640.0,366200.0,-9560.0,-2.610595303113053,0.0412704720274758,964030.0,0.851,138,61,77,341510.0,40000.0,375550.0,370200.0,5350.0,1.4451647757968664,0.07821637426900585,1139430.0
1.2,0.5,1.2,0.8,60,0.831,125,53,72,342460.0,10000.0,350770.0,366200.0,-15430.0,-4.213544511196067,0.03187168922895821,1026740.0,0.851,154,69,85,341180.0,40000.0,375220.0,370200.0,5020.0,1.35602377093463,0.06355189111372857,1272260.0
1.2,0.8,2.5,0.3,10,0.831,14,14,0,82730.0,340000.0,365270.0,366200.0,-930.0,-0.2539595849262698,0.14751915529807513,117270.0,0.851,33,29,4,0.0,440907.0548712206,375211.9036954087,370200.0,5011.9036954087205,1.3538367626711834,0.151481288981289,270420.0
1.5,0.5,1.5,0.5,60,0.831,81,32,49,343980.0,30000.0,368910.0,366200.0,2710.0,0.7400327689787002,0.047769889979353455,687960.0,0.851,96,40,56,341000.0,40000.0,375040.0,370200.0,4840.0,1.3074014046461373,0.07905982905982906,795480.0
1.2,0.8,2.5,0.5,10,0.831,14,14,0,82730.0,340000.0,365270.0,366200.0,-930.0,-0.2539595849262698,0.14751915529807513,117270.0,0.851,33,29,4,0.0,440671.89249720046,375011.78051511757,370200.0,4811.780515117571,1.2997786372548814,0.151481288981289,270000.0
1.2,0.3,2.5,0.3,10,0.831,13,13,0,89680.0,330000.0,363910.0,366200.0,-2290.0,-0.6253413435281266,0.1438931926817208,110320.0,0.851,27,23,4,42900.0,390000.0,374790.0,370200.0,4590.0,1.239870340356564,0.14212577962577963,227520.0
1.2,0.8,2.5,0.8,10,0.831,14,14,0,82730.0,340000.0,365270.0,366200.0,-930.0,-0.2539595849262698,0.14751915529807513,117270.0,0.851,33,29,4,0.0,440403.1354983203,374783.06830907054,370200.0,4583.068309070542,1.2379979224933935,0.151481288981289,269520.0
1.2,0.3,2.5,0.5,10,0.831,13,13,0,89680.0,330000.0,363910.0,366200.0,-2290.0,-0.6253413435281266,0.1438931926817208,110320.0,0.851,27,23,4,42690.0,390000.0,374580.0,370200.0,4380.0,1.1831442463533226,0.14212577962577963,227310.0
1.2,0.5,2.5,0.3,10,0.831,13,13,0,89740.0,330000.0,363970.0,366200.0,-2230.0,-0.6089568541780448,0.14383255244508275,110260.0,0.851,30,26,4,17140.0,420000.0,374560.0,370200.0,4360.0,1.1777417612101568,0.14215176715176714,253280.0
1.2,0.5,2.5,0.5,10,0.831,13,13,0,89740.0,330000.0,363970.0,366200.0,-2230.0,-0.6089568541780448,0.14383255244508275,110260.0,0.851,30,26,4,16930.0,420000.0,374350.0,370200.0,4150.0,1.1210156672069151,0.14215176715176714,253070.0
1.2,0.3,2.5,0.8,10,0.831,13,13,0,89680.0,330000.0,363910.0,366200.0,-2290.0,-0.6253413435281266,0.1438931926817208,110320.0,0.851,27,23,4,42450.0,390000.0,374340.0,370200.0,4140.0,1.1183144246353323,0.14212577962577963,227070.0
1.2,0.3,1.5,0.8,10,0.831,25,13,12,184510.0,210000.0,359020.0,366200.0,-7180.0,-1.9606772255598033,0.09692439343602134,205150.0,0.851,49,23,26,229480.0,170000.0,374150.0,370200.0,3950.0,1.0669908157752568,0.12541580041580042,414100.0
1.2,0.5,2.5,0.8,10,0.831,13,13,0,89740.0,330000.0,363970.0,366200.0,-2230.0,-0.6089568541780448,0.14383255244508275,110260.0,0.851,30,26,4,16690.0,420000.0,374110.0,370200.0,3910.0,1.056185845488925,0.14215176715176714,252830.0
1.2,0.5,1.5,0.8,10,0.831,25,13,12,184570.0,210000.0,359080.0,366200.0,-7120.0,-1.9442927362097215,0.09686430440910006,205090.0,0.851,52,26,26,203720.0,200000.0,373920.0,370200.0,3720.0,1.0048622366288493,0.12544178794178795,439860.0
1.2,0.8,1.5,0.8,10,0.831,26,14,12,177560.0,220000.0,360380.0,366200.0,-5820.0,-1.5892954669579467,0.10119537820368846,212100.0,0.851,59,33,26,144140.0,270000.0,373910.0,370200.0,3710.0,1.0021609940572664,0.13477130977130977,499440.0
1.5,0.5,2.5,0.3,10,0.831,7,7,0,141830.0,270000.0,366200.0,366200.0,0.0,0.0,0.11866570327552986,58170.0,0.851,17,13,4,126920.0,290000.0,373710.0,370200.0,3510.0,0.9481361426256077,0.12406444906444906,143500.0
1.5,0.8,2.5,0.3,10,0.831,7,7,0,141710.0,270000.0,366080.0,366200.0,-120.0,-0.03276897870016384,0.11886983331727527,58290.0,0.851,18,14,4,118400.0,300000.0,373700.0,370200.0,3500.0,0.945434900054025,0.12398648648648648,152020.0
1.5,0.3,2.5,0.3,10,0.831,7,7,0,141790.0,270000.0,366160.0,366200.0,-40.0,-0.010922992900054615,0.11871959150248085,58210.0,0.851,17,13,4,126870.0,290000.0,373660.0,370200.0,3460.0,0.9346299297676931,0.12419438669438669,143550.0
1.5,0.5,2.5,0.8,21,0.831,20,17,3,76150.0,340000.0,358690.0,366200.0,-7510.0,-2.050791916985254,0.14370713756601114,173050.0,0.851,41,26,15,109760.0,310000.0,373570.0,370200.0,3370.0,0.9103187466234468,0.13672037422037422,345740.0
1.5,0.5,2.5,0.5,10,0.831,7,7,0,141830.0,270000.0,366200.0,366200.0,0.0,0.0,0.11866570327552986,58170.0,0.851,17,13,4,126710.0,290000.0,373500.0,370200.0,3300.0,0.8914100486223663,0.12406444906444906,143290.0
1.5,0.8,2.5,0.5,10,0.831,7,7,0,141710.0,270000.0,366080.0,366200.0,-120.0,-0.03276897870016384,0.11886983331727527,58290.0,0.851,18,14,4,118190.0,300000.0,373490.0,370200.0,3290.0,0.8887088060507834,0.12398648648648648,151810.0
1.5,0.3,2.5,0.5,10,0.831,7,7,0,141790.0,270000.0,366160.0,366200.0,-40.0,-0.010922992900054615,0.11871959150248085,58210.0,0.851,17,13,4,126660.0,290000.0,373450.0,370200.0,3250.0,0.8779038357644516,0.12419438669438669,143340.0
1.5,0.8,2.5,0.8,21,0.831,22,19,3,59450.0,360000.0,358610.0,366200.0,-7590.0,-2.072637902785363,0.15162925073411007,189750.0,0.851,43,28,15,92620.0,330000.0,373450.0,370200.0,3250.0,0.8779038357644516,0.13695426195426194,362880.0
1.5,0.5,2.5,0.8,10,0.831,7,7,0,141830.0,270000.0,366200.0,366200.0,0.0,0.0,0.11866570327552986,58170.0,0.851,17,13,4,126470.0,290000.0,373260.0,370200.0,3060.0,0.826580226904376,0.12406444906444906,143050.0
1.5,0.8,2.5,0.8,10,0.831,7,7,0,141710.0,270000.0,366080.0,366200.0,-120.0,-0.03276897870016384,0.11886983331727527,58290.0,0.851,18,14,4,117950.0,300000.0,373250.0,370200.0,3050.0,0.8238789843327932,0.12398648648648648,151570.0
1.5,0.3,2.5,0.8,10,0.831,7,7,0,141790.0,270000.0,366160.0,366200.0,-40.0,-0.010922992900054615,0.11871959150248085,58210.0,0.851,17,13,4,126420.0,290000.0,373210.0,370200.0,3010.0,0.8130740140464613,0.12419438669438669,143100.0
1.2,0.8,1.2,0.3,21,0.831,91,36,55,358160.0,10000.0,366470.0,366200.0,270.0,0.07373020207536865,0.03527427607695166,797160.0,0.851,117,51,66,330590.0,50000.0,373140.0,370200.0,2940.0,0.7941653160453808,0.08742842269651223,980410.0
1.5,0.8,1.5,0.8,60,0.831,91,38,53,325510.0,50000.0,367060.0,366200.0,860.0,0.23484434735117424,0.047466832621425134,764830.0,0.851,113,50,63,313570.0,70000.0,373140.0,370200.0,2940.0,0.7941653160453808,0.07838640746338667,937630.0
1.2,0.3,1.5,0.5,10,0.831,23,13,10,169970.0,230000.0,361100.0,366200.0,-5100.0,-1.3926815947569635,0.1051626661376711,190610.0,0.851,48,23,25,219940.0,180000.0,373120.0,370200.0,2920.0,0.7887628309022151,0.1255197505197505,404560.0
1.5,0.5,1.5,0.8,10,0.831,19,7,12,236660.0,150000.0,361310.0,366200.0,-4890.0,-1.3353358820316767,0.06876724337983137,153000.0,0.851,39,13,26,313500.0,70000.0,373070.0,370200.0,2870.0,0.7752566180443005,0.10735446985446985,330080.0
1.5,0.8,1.5,0.8,10,0.831,19,7,12,236540.0,150000.0,361190.0,366200.0,-5010.0,-1.3681048607318405,0.06898063384821682,153120.0,0.851,40,14,26,304980.0,80000.0,373060.0,370200.0,2860.0,0.7725553754727175,0.10727650727650728,338600.0
1.5,0.3,1.5,0.8,10,0.831,19,7,12,236620.0,150000.0,361270.0,366200.0,-4930.0,-1.3462588749317312,0.06882236146566617,153040.0,0.851,39,13,26,313450.0,70000.0,373020.0,370200.0,2820.0,0.7617504051863857,0.10748440748440749,330130.0
1.5,0.5,2.5,0.5,21,0.831,20,17,3,76160.0,340000.0,358700.0,366200.0,-7500.0,-2.04806116876024,0.1437037037037037,173060.0,0.851,40,26,14,100610.0,320000.0,372930.0,370200.0,2730.0,0.7374392220421394,0.13685031185031185,336590.0
1.2,0.5,1.5,0.5,10,0.831,23,13,10,170030.0,230000.0,361160.0,366200.0,-5040.0,-1.3762971054068813,0.10510264802142219,190550.0,0.851,51,26,25,194180.0,210000.0,372890.0,370200.0,2690.0,0.7266342517558076,0.12554573804573804,430320.0
1.2,0.8,1.5,0.5,10,0.831,24,14,10,163020.0,240000.0,362460.0,366200.0,-3740.0,-1.0212998361551064,0.10930238276735436,197560.0,0.851,58,33,25,134600.0,280000.0,372880.0,370200.0,2680.0,0.7239330091842248,0.13487525987525986,489900.0
1.5,0.5,1.2,0.8,60,0.831,84,32,52,347850.0,0.0,347850.0,366200.0,-18350.0,-5.0109229929000545,0.03145968216597999,691830.0,0.851,97,40,57,347340.0,30000.0,372870.0,370200.0,2670.0,0.7212317666126418,0.053186755660253895,801820.0
1.2,0.3,1.2,0.8,60,0.831,117,49,68,341010.0,10000.0,349320.0,366200.0,-16880.0,-4.609503003823048,0.030753384343731607,956710.0,0.851,138,61,77,338810.0,40000.0,372850.0,370200.0,2650.0,0.715829281469476,0.06135322601753697,1136730.0
1.5,0.8,2.5,0.5,21,0.831,22,19,3,59460.0,360000.0,358620.0,366200.0,-7580.0,-2.0699071545603496,0.15162566009140638,189760.0,0.851,42,28,14,83470.0,340000.0,372810.0,370200.0,2610.0,0.7050243111831442,0.1370841995841996,353730.0
1.5,0.5,2.5,0.3,21,0.831,20,17,3,76170.0,340000.0,358710.0,366200.0,-7490.0,-2.0453304205352265,0.14370027000549568,173070.0,0.851,40,26,14,100460.0,320000.0,372780.0,370200.0,2580.0,0.6969205834683955,0.1368762993762994,336440.0
1.2,0.3,1.5,0.3,10,0.831,23,13,10,169890.0,230000.0,361020.0,366200.0,-5180.0,-1.4145275805570727,0.10529448233106013,190530.0,0.851,48,23,25,219580.0,180000.0,372760.0,370200.0,2560.0,0.6915180983252296,0.12562370062370062,404200.0
